# id_paper,id_venue,edition,year,raw
1091,1127419992,,2013
1674,2754954274,,2011
1688,1136274694,,2009
5411,1136212596,,2009
6522,1125967516,,2011
6762,1196153040,,2003
8373,1123338449,,2012
8763,1196868077,,2014
9415,2755612976,,2013
11068,2706111989,,2002
11796,1171805742,,2006
11895,1203999783,,1979
13070,1153467564,,2008
13205,1177287137,,2002
13407,2755952065,,2013
14870,1198225011,,2009
15548,1164963593,,2008
15883,1185109434,,2008
15901,1127419992,,2013
16022,2754545791,,2007
20175,1175727152,,2012
21456,2759168861,7533,2012
21951,1130566378,4,2007
27301,1161835747,,2000
29332,1131576334,,1995
29521,2755873345,,2006
29841,1140961231,,2013
35048,2755769630,3,2004
37090,2755927266,,1977
38130,1155899826,,1986
38917,1164975091,24,2008
39294,2756351210,,2014
40133,1150523337,,1988
40380,2626956293,,2002
40399,1123621769,,2013
43287,1127759574,,1989
43929,1177287137,,1990
44505,1177287137,,2008
48405,1164519180,,2004
52192,1180552634,,1994
52584,1144277514,,2006
52888,1176326080,,2012
54153,2754527366,,2014
54972,1162831978,,1998
55078,1148751172,,2011
57330,2757547734,,2013
58261,1203999783,,1981
59226,1167275352,,2014
62477,1126616278,,2003
65220,1134271186,,2013
66914,2755724983,8619,2014
67582,1143871959,,2003
71126,2754941794,,1994
72095,1164009877,,2014
72147,1171805742,,2014
73348,2758995940,,2014
73508,1179772154,,2013
74282,1151763769,,2016
74721,2754610831,,2011
75067,2754439572,,2001
75756,1203999783,,1979
77161,1125063881,,2004
80570,1138890651,,2013
82554,1177287137,,2003
83404,2754197539,111,2012
85772,1180389419,,1991
86197,1160389874,,2012
89833,1188030315,,2008
92058,1177287137,,2002
94496,2758123139,,2003
94630,2754966661,,2013
95068,1177287137,,2002
95816,1181711330,,2004
99023,1141159355,,2013
102669,2625663801,,2007
108390,1141159355,,2012
108831,1177287137,,1998
111538,1151763769,,2003
111790,1134069326,,2014
113796,1140216390,,2014
114370,1200979010,,2009
119821,2754966267,,2013
120343,1156741871,,2012
120346,1165869400,,1997
120828,1177287137,,1992
121590,1170788073,,2013
121829,1176895911,,2012
122273,2757487807,2008,2008
128236,1174248916,8862,2014
129505,2754677800,,2011
130022,1187360205,,2012
133296,1169674987,,2014
134560,1171805742,,2008
136819,1196153040,,1999
137780,1133365479,,2012
138209,1144277514,,2006
138457,1186428080,,1998
138627,1177515820,,2011
140240,1149794206,,2007
140362,1194143745,,2006
140752,1151763769,,2007
143119,1135838635,,2009
147329,1173951661,,2012
148797,2754545791,,2005
148875,2757487807,2005,2005
149980,2757804692,1,2012
1091,1127419992,,2013
1674,2754954274,,2011
1688,1136274694,,2009
5411,1136212596,,2009
6522,1125967516,,2011
6762,1196153040,,2003
8373,1123338449,,2012
8763,1196868077,,2014
9415,2755612976,,2013
11068,2706111989,,2002
11796,1171805742,,2006
11895,1203999783,,1979
13070,1153467564,,2008
13205,1177287137,,2002
13407,2755952065,,2013
14870,1198225011,,2009
15548,1164963593,,2008
15883,1185109434,,2008
15901,1127419992,,2013
16022,2754545791,,2007
20175,1175727152,,2012
21456,2759168861,7533,2012
21951,1130566378,4,2007
27301,1161835747,,2000
29332,1131576334,,1995
29521,2755873345,,2006
29841,1140961231,,2013
35048,2755769630,3,2004
37090,2755927266,,1977
38130,1155899826,,1986
38917,1164975091,24,2008
39294,2756351210,,2014
40133,1150523337,,1988
40380,2626956293,,2002
40399,1123621769,,2013
43287,1127759574,,1989
43929,1177287137,,1990
44505,1177287137,,2008
48405,1164519180,,2004
52192,1180552634,,1994
52584,1144277514,,2006
52888,1176326080,,2012
54153,2754527366,,2014
54972,1162831978,,1998
55078,1148751172,,2011
57330,2757547734,,2013
58261,1203999783,,1981
59226,1167275352,,2014
62477,1126616278,,2003
65220,1134271186,,2013
66914,2755724983,8619,2014
67582,1143871959,,2003
71126,2754941794,,1994
72095,1164009877,,2014
72147,1171805742,,2014
73348,2758995940,,2014
73508,1179772154,,2013
74282,1151763769,,2016
74721,2754610831,,2011
75067,2754439572,,2001
75756,1203999783,,1979
77161,1125063881,,2004
80570,1138890651,,2013
82554,1177287137,,2003
83404,2754197539,111,2012
85772,1180389419,,1991
86197,1160389874,,2012
89833,1188030315,,2008
92058,1177287137,,2002
94496,2758123139,,2003
94630,2754966661,,2013
95068,1177287137,,2002
95816,1181711330,,2004
99023,1141159355,,2013
102669,2625663801,,2007
108390,1141159355,,2012
108831,1177287137,,1998
111538,1151763769,,2003
111790,1134069326,,2014
113796,1140216390,,2014
114370,1200979010,,2009
119821,2754966267,,2013
120343,1156741871,,2012
120346,1165869400,,1997
120828,1177287137,,1992
121590,1170788073,,2013
121829,1176895911,,2012
122273,2757487807,2008,2008
128236,1174248916,8862,2014
129505,2754677800,,2011
130022,1187360205,,2012
133296,1169674987,,2014
134560,1171805742,,2008
136819,1196153040,,1999
137780,1133365479,,2012
138209,1144277514,,2006
138457,1186428080,,1998
138627,1177515820,,2011
140240,1149794206,,2007
140362,1194143745,,2006
140752,1151763769,,2007
143119,1135838635,,2009
147329,1173951661,,2012
148797,2754545791,,2005
148875,2757487807,2005,2005
149980,2757804692,1,2012
1091,1127419992,,2013
1674,2754954274,,2011
1688,1136274694,,2009
5411,1136212596,,2009
6522,1125967516,,2011
6762,1196153040,,2003
8373,1123338449,,2012
8763,1196868077,,2014
9415,2755612976,,2013
11068,2706111989,,2002
11796,1171805742,,2006
11895,1203999783,,1979
13070,1153467564,,2008
13205,1177287137,,2002
13407,2755952065,,2013
14870,1198225011,,2009
15548,1164963593,,2008
15883,1185109434,,2008
15901,1127419992,,2013
16022,2754545791,,2007
20175,1175727152,,2012
21456,2759168861,7533,2012
21951,1130566378,4,2007
27301,1161835747,,2000
29332,1131576334,,1995
29521,2755873345,,2006
29841,1140961231,,2013
35048,2755769630,3,2004
37090,2755927266,,1977
38130,1155899826,,1986
38917,1164975091,24,2008
39294,2756351210,,2014
40133,1150523337,,1988
40380,2626956293,,2002
40399,1123621769,,2013
43287,1127759574,,1989
43929,1177287137,,1990
44505,1177287137,,2008
48405,1164519180,,2004
52192,1180552634,,1994
52584,1144277514,,2006
52888,1176326080,,2012
54153,2754527366,,2014
54972,1162831978,,1998
55078,1148751172,,2011
57330,2757547734,,2013
58261,1203999783,,1981
59226,1167275352,,2014
62477,1126616278,,2003
65220,1134271186,,2013
66914,2755724983,8619,2014
67582,1143871959,,2003
71126,2754941794,,1994
72095,1164009877,,2014
72147,1171805742,,2014
73348,2758995940,,2014
73508,1179772154,,2013
74282,1151763769,,2016
74721,2754610831,,2011
75067,2754439572,,2001
75756,1203999783,,1979
77161,1125063881,,2004
80570,1138890651,,2013
82554,1177287137,,2003
83404,2754197539,111,2012
85772,1180389419,,1991
86197,1160389874,,2012
89833,1188030315,,2008
92058,1177287137,,2002
94496,2758123139,,2003
94630,2754966661,,2013
95068,1177287137,,2002
95816,1181711330,,2004
99023,1141159355,,2013
102669,2625663801,,2007
108390,1141159355,,2012
108831,1177287137,,1998
111538,1151763769,,2003
111790,1134069326,,2014
113796,1140216390,,2014
114370,1200979010,,2009
119821,2754966267,,2013
120343,1156741871,,2012
120346,1165869400,,1997
120828,1177287137,,1992
121590,1170788073,,2013
121829,1176895911,,2012
122273,2757487807,2008,2008
128236,1174248916,8862,2014
129505,2754677800,,2011
130022,1187360205,,2012
133296,1169674987,,2014
134560,1171805742,,2008
136819,1196153040,,1999
137780,1133365479,,2012
138209,1144277514,,2006
138457,1186428080,,1998
138627,1177515820,,2011
140240,1149794206,,2007
140362,1194143745,,2006
140752,1151763769,,2007
143119,1135838635,,2009
147329,1173951661,,2012
148797,2754545791,,2005
148875,2757487807,2005,2005
149980,2757804692,1,2012
1091,1127419992,,2013
1674,2754954274,,2011
1688,1136274694,,2009
5411,1136212596,,2009
6522,1125967516,,2011
6762,1196153040,,2003
8373,1123338449,,2012
8763,1196868077,,2014
9415,2755612976,,2013
11068,2706111989,,2002
11796,1171805742,,2006
11895,1203999783,,1979
13070,1153467564,,2008
13205,1177287137,,2002
13407,2755952065,,2013
14870,1198225011,,2009
15548,1164963593,,2008
15883,1185109434,,2008
15901,1127419992,,2013
16022,2754545791,,2007
20175,1175727152,,2012
21456,2759168861,7533,2012
21951,1130566378,4,2007
27301,1161835747,,2000
29332,1131576334,,1995
29521,2755873345,,2006
29841,1140961231,,2013
35048,2755769630,3,2004
37090,2755927266,,1977
38130,1155899826,,1986
38917,1164975091,24,2008
39294,2756351210,,2014
40133,1150523337,,1988
40380,2626956293,,2002
40399,1123621769,,2013
43287,1127759574,,1989
43929,1177287137,,1990
44505,1177287137,,2008
48405,1164519180,,2004
52192,1180552634,,1994
52584,1144277514,,2006
52888,1176326080,,2012
54153,2754527366,,2014
54972,1162831978,,1998
55078,1148751172,,2011
57330,2757547734,,2013
58261,1203999783,,1981
59226,1167275352,,2014
62477,1126616278,,2003
65220,1134271186,,2013
66914,2755724983,8619,2014
67582,1143871959,,2003
71126,2754941794,,1994
72095,1164009877,,2014
72147,1171805742,,2014
73348,2758995940,,2014
73508,1179772154,,2013
74282,1151763769,,2016
74721,2754610831,,2011
75067,2754439572,,2001
75756,1203999783,,1979
77161,1125063881,,2004
80570,1138890651,,2013
82554,1177287137,,2003
83404,2754197539,111,2012
85772,1180389419,,1991
86197,1160389874,,2012
89833,1188030315,,2008
92058,1177287137,,2002
94496,2758123139,,2003
94630,2754966661,,2013
95068,1177287137,,2002
95816,1181711330,,2004
99023,1141159355,,2013
102669,2625663801,,2007
108390,1141159355,,2012
108831,1177287137,,1998
111538,1151763769,,2003
111790,1134069326,,2014
113796,1140216390,,2014
114370,1200979010,,2009
119821,2754966267,,2013
120343,1156741871,,2012
120346,1165869400,,1997
120828,1177287137,,1992
121590,1170788073,,2013
121829,1176895911,,2012
122273,2757487807,2008,2008
128236,1174248916,8862,2014
129505,2754677800,,2011
130022,1187360205,,2012
133296,1169674987,,2014
134560,1171805742,,2008
136819,1196153040,,1999
137780,1133365479,,2012
138209,1144277514,,2006
138457,1186428080,,1998
138627,1177515820,,2011
140240,1149794206,,2007
140362,1194143745,,2006
140752,1151763769,,2007
143119,1135838635,,2009
147329,1173951661,,2012
148797,2754545791,,2005
148875,2757487807,2005,2005
149980,2757804692,1,2012
1091,1127419992,,2013
1674,2754954274,,2011
1688,1136274694,,2009
5411,1136212596,,2009
6522,1125967516,,2011
6762,1196153040,,2003
8373,1123338449,,2012
8763,1196868077,,2014
9415,2755612976,,2013
11068,2706111989,,2002
11796,1171805742,,2006
11895,1203999783,,1979
13070,1153467564,,2008
13205,1177287137,,2002
13407,2755952065,,2013
14870,1198225011,,2009
15548,1164963593,,2008
15883,1185109434,,2008
15901,1127419992,,2013
16022,2754545791,,2007
20175,1175727152,,2012
21456,2759168861,7533,2012
21951,1130566378,4,2007
27301,1161835747,,2000
29332,1131576334,,1995
29521,2755873345,,2006
29841,1140961231,,2013
35048,2755769630,3,2004
37090,2755927266,,1977
38130,1155899826,,1986
38917,1164975091,24,2008
39294,2756351210,,2014
40133,1150523337,,1988
40380,2626956293,,2002
40399,1123621769,,2013
43287,1127759574,,1989
43929,1177287137,,1990
44505,1177287137,,2008
