paper_id,cited_by
7185409,51739293
21167055,51852839
3866497,51861053
40408592,51861053
29661792,52210563
113453631,52210563
71343783,52777552
93015746,52979881
104722341,52979881
21697287,53438069
149891331,53438069
116402479,53440872
10798649,53740398
408379502,53740398
51549503,53942402
7371413,53946683
47986045,53946683
571925191,54089079
1503389453,54089079
159510042,54204526
170857486,54204526
1485541946,54204526
78662746,54346216
99643797,54369028
132467474,54623235
196803638,54623235
205047256,54623235
55650885,55219091
116541271,55255151
396815618,55255151
140917940,55332633
29661792,55442131
1501412329,55442131
76358617,55812124
9639985,56006217
161074427,56006217
159802412,56144476
29661792,56444682
116922145,56444682
153330214,56613915
89812392,56852211
179437458,56917587
406831551,56989278
1489992655,57058802
1502375784,57215181
4367799,57383190
29663580,57408146
178894928,57754874
369237649,57754874
154728897,58261427
78275296,58426519
174979378,58450904
1492982544,58450904
118689832,58594065
157873616,59099488
143062967,59289240
84851084,59289768
178419168,59431316
940991229,59720925
378671792,59803356
428915408,59803356
1500350767,59887170
58070740,59966457
202979919,60091181
90999908,60275682
1502028089,60276166
128589778,60303060
77596585,60367994
116541271,60367994
391965034,60367994
396815618,60367994
1480800197,60425864
1490071382,60425864
326479723,60701577
9785351,60747592
93385665,61302384
157785659,61757047
152506389,61851215
98929638,61857167
150205623,61857167
108157922,61881935
147607487,62296462
179660676,62454899
202224368,62517381
86142200,62611866
259456012,62611866
132244862,62932966
183512178,63293162
376987247,63517543
145730745,63892091
1502610071,63895107
29661792,63918057
45249900,63918057
1488279842,64054199
9080237,64115398
182281453,64115398
306903215,64115398
1485718948,64233882
14027142,64421313
1496549841,64421313
75893293,64908777
90084074,65039770
116282327,65203277
169417348,65203277
656459322,65291930
29661792,65496997
1495524224,65631664
63626580,65745200
337461068,65801920
1506761863,65801920
114107127,66038777
85553331,66076840
161413534,66076840
1484337142,66300456
1495007874,66418005
22040386,66427752
175563506,66427752
121367636,66449440
27434444,66475438
29661792,66531091
113453631,66531091
1494345838,66725514
1499396826,67199748
349593503,67320968
89232684,67511024
201490847,67511024
421565076,67856596
144216357,68159281
29661792,68168714
157654942,68168714
206208155,68456489
86177642,68562291
299920029,68611171
305895154,68611171
1505387147,68801812
148265440,68875028
93715741,68904481
16034824,69013063
1500290582,69087157
110731996,69300324
78457601,69412256
29661792,69442484
174929797,69442484
1507367383,70082368
108546022,70338835
319286364,70421617
114330150,70466954
24773904,70512572
140281460,70533054
7694972,70544678
29661792,70615654
68801812,70615654
196709626,70756450
1489058467,70795111
176728331,70861104
64871464,70861995
16502945,71530325
189925169,71530325
211264053,71530325
396815618,71541950
70097343,71669036
1493000276,71768770
21188731,71776421
29661792,71792639
132709771,71792639
1506935337,71835751
17509497,72031855
44308106,72162942
29661792,72393350
168769873,72393350
129824733,72956756
68015109,73056518
842872497,73060064
22479691,73196935
41294919,73222560
97036687,73222560
166863747,73321994
196669307,73321994
1504339612,73366147
94364297,73738603
24464851,73772544
86453134,73848127
100382507,73870823
136007352,73870823
87709337,73917801
179147012,74087571
184967276,74320809
299920029,74450601
1502252694,74524790
78374672,74551070
29661792,74568156
82086503,74568156
1487145866,74596437
142702030,74692533
166811416,74692533
349593503,74726671
370277293,74726671
110182359,75088421
86453134,75280573
4367799,75306874
32283444,75496470
90947819,75607281
91979434,75607281
177705142,75741160
34988,75847771
278791975,76309752
96126854,76341533
81679603,76391267
130877976,76406933
69300324,76639474
110731996,76639474
29661792,76645321
33835468,76645321
155896169,76645321
1495247628,76787384
74243376,76861092
175563506,76861092
29661792,76984405
1501269001,77862359
57471251,78129307
1493969756,78375865
8362916,78559035
285242605,78623675
1538985,78662746
309642999,78848379
42277305,78858407
63837884,78858407
1503677488,78903979
29661792,78979540
89272692,79047183
130248688,79047183
51536574,79065990
1482233117,79684040
170857486,79705588
1485658642,79749320
1494063313,79756515
193925929,79785652
46774698,80008993
116541271,80008993
384430293,80008993
386598895,80008993
390472384,80008993
167578460,80400929
261908560,80693196
118482379,80710014
179691814,80750942
86715028,81251885
146099575,81472841
4367799,81743681
96308688,81752390
13021155,81797478
96905656,81865175
139465623,81874672
181896662,81988028
339578155,81988028
1493313087,82086503
50483400,82466273
68249492,82599749
45959493,82667242
174668092,82667242
201912914,82717194
135322781,82733688
170079044,82733688
29411668,82911682
199967624,83184700
126003774,83254398
30074706,83280460
167169647,83313975
358724037,83369956
21611923,84129940
181982077,84222935
3117877,84247212
1498719764,84569314
116282327,84744743
52961754,85043871
60974719,85043871
197916960,85052446
178077491,85092078
1496284182,85148692
1504928881,85190413
1507281497,85326815
161962908,85574613
64367907,85690038
189917298,86047885
168545695,86360202
112035675,86520018
134908229,86520018
97077349,86589886
44899178,86647242
1489992655,87028699
21517912,87593984
20582962,87901011
136845799,87901011
29661792,88062334
145856760,88062334
1491351298,88062334
1502226082,88062334
1492949916,88165185
33685597,88203946
1488160871,88279232
1500230827,88403186
1499586235,88483702
114330150,88699716
1505030820,88849558
123776386,88856210
18443652,89051095
29661792,89051095
150939725,89160516
72895495,89203028
130248688,89272692
177851052,89385544
1487375316,89519645
16099810,89737844
192967011,89812392
1486936177,89838627
53653168,89893565
423069184,90346837
1487145866,90457565
1496319444,90485575
45865541,90649232
110295737,90649232
1489485653,90767008
185113812,90813338
75607281,90947819
70615654,91247477
187952197,91247477
45865541,91372471
141781588,91760514
125636640,91894041
175563506,91894041
204196179,92036640
3081997,92127656
29411668,92127656
82911682,92127656
17181688,92237647
195945022,92559843
115602048,92641357
1479960696,92641357
1485462945,92641357
1499038423,93214584
61302384,93385665
1496681274,93498952
120639373,93527196
413656932,93715741
29661792,93739445
366315736,94364297
376987247,94364297
1506360998,94419102
1481462362,95238038
42527702,95272919
158357973,95492539
207691213,95492539
1504339612,95716193
159389675,95778580
194567576,95913851
159389675,96279326
17682891,96543851
149665201,96575200
1425972884,96847224
18476074,97074593
153903813,97205925
42122073,97295072
187962066,97295072
169417348,97316190
3787346,97910321
32283444,98107206
1232539894,98163623
98854306,98211343
124063618,98409243
1500623758,98509158
153941646,98536134
438055023,98575958
72998188,98829721
97703442,98829721
79637624,98868452
1492541414,99176154
99824228,99290536
194567576,99298009
1497981337,99542631
1499906440,99542631
54369028,99643797
29661792,99777137
200495424,99847196
29661792,99921246
21724292,99980800
1500842814,9976222
90084074,12803156
223326216,15601695
1493286744,44063969
203056148,100031634
130410985,100188788
202451407,100382507
376987247,100382507
29661792,100441416
152594678,100441416
34381828,100574688
96964286,100785825
1503287972,100801673
10040640,101462505
73870823,101462505
100382507,101462505
136007352,101462505
368505470,101462505
376987247,101462505
395333906,101462505
408825045,101462505
38771493,101662044
188987670,101925326
183311428,102105819
1482106463,102121151
29483173,102300659
142501889,102329879
117594371,102420325
181975781,102495498
100913566,102500941
1496651197,102521428
164678561,102566829
92953806,102640039
136147141,102861580
184349421,103061485
1496884179,103140967
49816649,103152103
105504140,103152103
367947018,103152103
50436424,103344914
92749598,104073178
1502758008,104259238
114969887,104575629
24393008,104632803
70764230,104632803
165058549,104632803
438620789,104632803
150339760,104754383
1485658642,104785586
1500899395,104785586
98575958,104989081
29124768,105232709
37253703,105298322
1501351249,105334049
17752691,105414197
118126166,105414197
384437869,105504140
20058877,105773000
1500690868,106060234
29661792,106223903
18443652,106915863
29661792,106915863
54090939,106915863
53630002,107039962
266110633,107082051
199950694,107346012
1499984120,107420686
254586386,107440705
136426565,107465174
1499138327,107790154
1507091143,108028637
114969887,108259463
16674111,108390783
309620940,108615132
1502451228,108854079
35544591,108955667
116541271,108990162
1505673266,109140130
180888040,109359232
1501420047,109582319
177958661,109590987
140519604,109937580
137890348,109959849
90649232,110295737
26314658,110464020
114910198,110550777
153078869,111060146
12537036,111114747
1506068270,111114747
21951,111636290
330962615,111896927
96927827,112035675
191858731,112050258
206630087,112050258
1498091397,112168304
144669444,112187595
164306009,112255210
67589319,112467565
2112625,112820527
207336988,112954245
191095475,113099415
168818852,113130343
101421652,113218029
197131871,113218029
199624442,113218029
206208155,113218029
1482233117,113236070
1496392897,113236070
1433741799,113540453
143677236,113657110
175563506,113657110
34649601,113932666
19807878,114147481
91031763,114266549
1490400171,114330464
29661792,114704042
53653168,114704042
118842915,114704042
114759107,114744402
372471963,114759107
29661792,114775221
92519584,114775221
119032882,115170817
142333772,115368527
124394685,115397857
151675190,115426151
220168924,115496318
1494314796,115687286
167568186,116282327
390472384,116541271
1497981337,116648389
178807275,116688173
1496147749,116775919
17752691,116801714
29689368,116914405
29661792,116922145
111214574,116922145
124240369,116922145
108157922,116955694
29661792,117113899
121454658,117257609
65617363,117287102
281665770,117546640
37500040,117598563
174979378,117989158
1504003510,118047725
274221391,118138689
432214373,118619933
29661792,118842915
66667701,118842915
29661792,118910867
88493464,118910867
1487388912,118997998
1500681480,118997998
1495524224,119125763
113130343,119178690
196086705,119178690
1865761,119341417
29661792,119341417
47378295,119341417
58544695,119429875
166670950,119567694
118506761,119586037
43147645,119688861
1492039537,119688861
1491879279,119849253
80552800,119855932
291243634,120125612
126141990,120427013
1500572009,120427013
403298716,120624687
202451407,120639373
177047352,120651323
1487078199,120794545
1501524276,121338745
1481914213,121939292
1502205195,121970250
145490631,122021961
183336631,122243131
162038452,122276960
166647746,122276960
154808280,122286290
141901529,122965503
201573687,123017245
45402271,123025585
1481883339,123095809
362586704,123146626
85289681,123509986
82911682,123512583
150498788,123729559
88170234,123796236
183322665,123849588
29661792,123850999
104754383,123986480
185346807,124030334
9262815,124159936
164678561,124275677
82370361,124332034
17100718,124630702
28353286,124968097
1482233117,125052471
1502226082,125137646
219723399,125170493
50758212,125321281
123329263,125395334
130080441,125468755
346727701,125606821
52210563,125636640
108896209,125986237
140256809,125986237
123588686,126003774
163290807,126099514
120427013,126141990
98929638,126248560
150205623,126248560
29661792,126633349
141344659,126633349
107779203,126880940
29397008,126949592
22040386,126953435
134697830,127067238
31294369,127314038
143062967,127314038
306903215,127314038
39269600,127471932
143062967,127523859
306903215,127523859
16099810,127789357
1501071365,127798928
193676449,127916989
60127525,127917300
1492214572,128115827
200668357,128162483
227382844,128162483
198981881,128178455
423341378,128178455
1500029988,128926205
1491351298,129598296
177775897,129622466
1496549841,129777244
72956756,129824733
132598518,129911932
1500411600,129922042
136845799,130052389
1497766243,130067809
189559291,130083083
418314731,130244386
29661792,130387664
53843897,130387664
100188788,130410985
98348426,130499561
1499853177,130552386
48113744,130690327
121340894,130806391
76406933,130877976
45850974,130889574
38701583,130913184
164303122,130924098
35092626,131132259
166647746,131132259
1500640056,131453719
32616104,131515753
1489992655,131679634
153153368,131706985
137890348,132191059
71828450,132246445
1485390031,132453200
1499038423,132655277
163705307,132911312
1492581097,132921321
97529263,133040239
90947819,133418326
138290785,133460365
143062967,133489485
984122461,133634171
63189838,133772120
166512982,134178062
116282327,134178362
67045763,134404696
329744990,134687939
341109716,134792058
54369028,134886358
99643797,134886358
18798069,134901055
37331395,134908229
112035675,134908229
1486095773,135237429
1499170444,135404535
230658973,135432853
29661792,135516704
1506887204,135568041
2526871,135833206
1492949916,135963718
73870823,136007352
100382507,136007352
29661792,136072923
52220850,136072923
1483514369,136072923
76941152,136147141
1503700812,136147141
343235976,136266636
64403321,136607018
1486438313,136616502
1505949387,136956327
1500029988,136967570
164018026,137212875
203752927,137255583
19621713,137373594
143062967,137684208
227382844,137684208
154180254,137696523
1502610071,137801185
1485064528,137991468
54819602,138122980
216635998,138226303
1504069565,138226303
1501412329,138323887
292489513,138680772
305513724,138803476
115991973,138907054
6019636,138950090
159875422,139714640
191587482,139946321
24658438,140172734
112035675,140172734
139070083,140172734
1488160871,140354706
29269980,140403729
109937580,140519604
153542291,140535178
103416564,140563766
201490847,140619431
287601386,140619431
142491903,140844899
175563506,140844899
926302556,140870243
16194978,140877054
144216357,141003461
18701524,141062567
1482434736,141353332
256825336,141818611
1493268466,141818611
17100718,141854801
180711869,141901529
1485069870,141925376
1482993605,142210723
2629360,142501889
201268833,142540822
9958333,142790105
175563506,142790105
175563506,143142918
1499684449,143219598
152355722,143349468
104632803,143380983
230780044,143380983
1503252551,143414773
32228216,143606607
1505383186,144010899
12189634,144236502
150331267,144407630
186654477,144653443
1498503799,145176944
39610715,145245895
1491351298,145856760
47139074,146006612
73289010,146006612
14442854,146016544
213581842,146148375
1480636508,146171703
163757519,146415969
225523,146486917
43877154,146771625
63517543,146771625
143062967,146771625
50758212,147070355
137890348,147134139
153868851,147345929
285544365,147345929
1487806714,147734988
249823310,147997928
132467474,148555903
1192749003,148555903
203781398,149376642
281665770,149611507
1501017408,149653342
22745672,149788053
1493864766,149788053
1494550316,149871949
230683626,149891331
287538350,149918903
1495580669,150011785
29661792,150047501
180516165,150047501
1501042845,150047501
18221980,150269999
85124791,150650411
13009116,150883485
142491903,150961595
1502007892,151022733
355072141,151377831
125079305,151909887
190675889,152362803
167809298,152377028
1480538416,152506389
193465674,152594678
3328359,152761564
35192053,152761564
154547091,152963665
111060146,153078869
180925943,153078869
1482233117,153500318
1482486776,153646870
980471659,153988966
345088445,154172017
1494707985,154246073
59080509,154378882
152963665,154547091
153941646,154554328
173920902,154728897
46500007,154746183
1489079028,154770750
627022039,154815280
126428810,155088467
139939135,155288729
170857486,155545005
1506481577,155929447
29661792,155981884
171407896,155981884
159131513,156138983
40520665,156306740
1506293706,156405849
201820097,156929939
1494314796,156970821
1489207178,157025105
1493969756,157102640
1443529968,157107853
60127525,157270640
127917300,157270640
171676536,157754240
1484969294,157764395
198135100,157974304
143651745,158262377
1504603474,158542629
29661792,159251492
144010899,159251492
146171703,159288436
384430293,159372742
6825241,159689486
352957146,159689486
168966221,159743449
137696523,160066299
154180254,160066299
203373624,160169779
32002537,160318044
37696276,160318044
1492535360,160464088
1501042845,160464088
13098871,160542472
23938314,160542472
1495368328,161020217
1504339612,161072239
9639985,161074427
206254327,161309069
114844246,161357454
198319396,161357454
31148850,161386120
84205919,161386120
195705434,161386120
174979378,161450494
5486890,161468530
33756405,161468530
149757499,161468530
175563506,161483013
1481417764,161511136
205793710,161860743
85574613,161962908
127158069,162038452
197367483,162078092
1483502378,162360949
91826872,162472983
1493736413,162526411
119386502,162549648
84205919,162573563
32442267,162667731
22830701,162828984
1483909296,163263206
185712130,163291671
1487645929,163488386
132911312,163705307
3895791,163830123
137212875,164018026
91226862,164221807
176728331,164431218
42527702,164711786
72035983,164727061
178795483,164914632
198533101,164914632
186058634,165276130
1487141014,165337046
104754383,165362129
116282327,165362129
150339760,165362129
54530901,165417530
121787620,165598596
162827212,165598596
206652968,165598596
65801920,165634280
115183765,165634280
9324657,165772547
35178268,166105117
132563409,166498203
29661792,166771348
142702030,166811416
189987711,166851811
94364297,167005905
202451407,167005905
376987247,167005905
120057786,167107197
1479679132,167169647
52777552,167552799
118436725,167990832
133176840,168005578
359883005,168241150
186138742,168380217
18221980,168802472
60127525,168970541
74673899,169069850
161412403,169925145
178795483,170345642
17682891,170374639
73484287,170374639
156553135,170618130
1497210627,170626393
188244951,170742541
100026658,171145900
29661792,171407896
316259433,171476574
78457601,171728239
1501112274,172419288
74024549,172504425
173006792,172569136
173622546,172569136
203056148,172643630
384430293,172927823
386598895,172927823
390472384,172927823
97077349,172975405
1480150619,172975405
201084023,173029889
115635233,173064505
191730405,173064505
89812392,173319798
1491688952,173504278
149236175,173529883
93423967,173738172
29661792,173750882
66667701,173750882
531080,173772738
1502487762,173911542
161490498,173913605
1505423956,173917862
116688173,174077775
178807275,174077775
1500886905,174151355
166863747,174425360
52005109,174476772
1486333087,174709787
1491660537,175300340
125079305,175361046
151909887,175361046
176996179,175434978
29661792,175486766
1486968581,175486766
74335930,175563506
103334600,175759989
155481447,175909076
47378295,176001301
94826918,176001301
2117307,176133851
67238756,176519908
319411128,176639063
70861104,176728331
36023795,176932120
47629461,177258377
29661792,177263842
175563506,177263842
1499586235,177263842
64367907,177441241
85690038,177441241
230210514,177733045
77932201,177753183
1480800197,177753183
29661792,177888442
308419704,177922316
1025566478,177922316
1502610071,177925675
24464851,178138771
183217503,178864917
1502608166,178864917
85092078,179141002
142335935,179141002
182198573,179160375
34866013,179378812
157654942,179437458
187962066,179514658
29661792,179721236
65713762,179721236
1485069870,179769663
9439495,179789672
138290785,179875050
194258645,180102709
175563506,180112536
185472606,180112536
83991821,180116065
219179425,180210362
138290785,180602404
1239960204,180662690
306903215,181038668
98646666,181069789
92127656,181706318
44842662,181982077
73738603,182281453
94364297,182281453
1503307646,182414412
156405849,182422467
1500738241,182611250
176590180,182929511
1493969756,183512178
88856210,183775778
29661792,183921334
164071256,183921334
13637491,184565980
29661792,184565980
174178946,184565980
117380508,184675510
134792058,184697602
341109716,184697602
1505572275,184790260
1503653277,184797823
200522420,185002806
90813338,185113812
200495424,185472606
137122467,185593655
6738442,185797521
239727200,186056804
189663389,186203415
150886561,186284014
1484108514,186390149
174979378,186570949
1496257820,186826960
53653168,186896354
18120132,186967786
1506553688,187018809
24033664,187312421
1480538416,187370165
19233156,187505942
130544901,187505942
224188172,187654179
321252418,187654179
82766660,187746298
1485966825,187794311
68801812,187952197
286764735,188244951
62639611,188834013
46774698,188839581
63662079,189133426
125017506,189567274
77932201,189625965
64260378,189708175
16099810,190163953
127789357,190163953
202693086,190239871
1495524224,190527922
29661792,190551856
28615604,190629664
29661792,190629664
1500140210,190939744
142260489,191339864
29661792,191561589
120057786,191595573
182599932,191730405
1496549841,191758795
5486890,191858731
33756405,191858731
161468530,191858731
436146918,191858731
1493969756,192073697
1500696949,192336593
138290785,192542240
16815560,192687085
16034824,192745261
89283901,192833663
124309704,193059375
175467639,194144942
116001958,194258645
172353862,194258645
1486260965,194258645
203056473,194495087
77596585,194582178
333623113,194586026
177047352,195394769
1496549841,195446430
176112719,195516003
113130343,196086705
168818852,196086705
134193804,196093984
175563506,196093984
100031634,196134944
29661792,196254188
7341430,196578505
116282327,196578505
79637624,196656744
166863747,196669307
1506626079,196709626
1501827752,196862470
91372471,196954033
158224318,197115567
170857486,197357341
1497628023,197456253
93715741,198005572
413656932,198005572
1489462456,198128968
1488180145,198334126
86453134,198384940
105554789,198705135
75774804,198731789
90346837,198808598
423069184,198808598
201573687,198859738
423341378,198981881
29661792,199161082
73503437,199161082
119341417,199229348
175563506,199229348
65203277,199283850
1472756055,199294291
65617363,199321124
187201771,199321124
5251991,199321604
112010172,199321604
145545596,199538472
198128968,199686702
54606526,199780623
3990379,199850468
179470613,199850468
189663389,199967624
184152125,187363197
3401598,123701566
8679120,200359700
51471258,200653874
59781478,200831594
92319542,201058601
173029889,201084023
89812392,201119561
79329904,201135393
1498677800,201305904
44308106,201349584
100188788,201403287
287601386,201490847
1482233117,201628453
1497309172,201756787
1481876203,201912914
1481180082,202073746
150901856,202483378
1491991866,202483378
1496549841,202483378
157764395,202579453
93750395,202601229
124063618,202693204
1496392897,202693204
1483628727,202836651
1502253143,202836651
54739280,202860122
295964204,203056148
155292398,203164523
319666076,203221985
47061942,203417264
358310371,203417264
373908372,203417264
423341378,203417264
100321389,203975620
9295629,203990265
113138006,204005290
95492539,204208046
158357973,204208046
207691213,204208046
13269089,204471199
50238076,204819972
196803638,205047256
1192749003,205047256
4367799,205184021
22873392,205297045
29661792,205297045
113475142,205297045
1499586235,205297045
67350068,205812599
65004770,205875888
175563506,205879281
203056148,206108256
164678561,206141685
160210804,206141833
180438219,206304267
28580676,206336510
132789959,206336510
16104842,206630087
33808975,206630087
102770300,206643334
29661792,207098541
149788053,207098541
29661792,207137847
88493464,207137847
66531091,207592845
174151355,207961743
1485541946,207961743
1500886905,207961743
144001712,208631435
1485063768,208683199
92064867,208701918
198128968,209020652
303803545,209475426
16502945,211264053
132563409,211908175
34381828,212786159
75938866,212787878
54530901,213038498
175563506,213983614
13976994,214018991
177169120,214018991
766792511,214166028
149236175,215729307
29661792,215752990
175563506,215752990
1497465174,215804510
36867235,217817875
336172304,218101763
175563506,219013754
1505479281,219013754
766037702,219179425
1492865622,219538873
410745040,220664702
85690038,220932839
135963718,221674593
113453631,221935897
132789959,222217890
1487300890,222669954
29661792,223114164
1489992655,223119678
16279108,223540770
19680847,223540770
323639646,224188172
24442259,224331227
202534592,224465122
155088745,224781702
175563506,224781702
175909076,224781702
47747670,226566298
131040795,227112848
82081008,227863022
83501275,229300124
145977292,229341437
100382507,229473795
197115567,229642387
177733045,230210514
205062921,231180639
126642355,231759849
1483587302,231759849
29661792,232599568
55442131,232902241
1491719799,233169867
224188172,233492820
323639646,233492820
28353286,233791630
54243723,234446525
1461078948,235446557
1480419034,235446557
1491489507,236026115
22745672,236447133
173911542,236447133
96473002,237546442
384430293,237657096
1493379323,237692201
205844242,238136921
237298919,238751520
99107143,239586779
1490577478,241054277
88165185,241994552
174420280,241994552
175467639,242287787
1493292654,242918689
305895154,243220271
334615284,243879126
164073059,243896211
45402271,244276123
1503653277,246935207
168389790,248604449
110673842,248636453
74450601,249329605
299920029,249329605
305895154,249329605
15635813,250850134
202860122,251758354
1505119859,252473821
21187803,252643441
434354119,252784379
168340304,253133639
53149034,253864990
36820562,254692632
29661792,254779883
56656279,254779883
137186961,255074044
21187803,255162053
1489992655,255396808
147997928,256132438
249823310,256132438
303803545,256132438
73187472,256825336
124158035,256853304
136956327,257334765
68385971,257439581
175563506,259599263
1491351298,259599263
80693196,261908560
29661792,262337286
175563506,262337286
195334049,262337286
103340358,262620370
984076445,262620370
1505119859,263712519
203056148,263941682
32013328,264036405
34242485,264346201
189540674,264346201
979639644,264346201
76789258,264427245
2629360,264929106
13009116,265851858
1444114573,266133316
627022039,267025427
1489503486,268221942
1488872683,269793362
177775897,270914406
117453966,271040580
117480120,272348321
24191510,272539284
337525825,272933953
74450601,274202692
305895154,274202692
118138689,274221391
136956327,274221391
1489956020,274955266
55323366,275488422
1495524224,275506934
88166040,275514813
1506913246,275974768
20815616,276879312
232902241,276879312
1494305590,277705329
74087571,278045928
13966537,278736843
51796616,278736843
103141389,278736843
1490805365,280294392
116955694,281665770
305895154,281923951
64871464,281975417
70861995,281975417
94550232,281975417
193809727,282068517
1493892051,282286282
23847682,282567056
34381828,283757728
34678172,284083829
7341430,284383747
196578505,284383747
